"Year","State","City","Store name","Lines","Category","Sales revenue","Quantity sold"
"2004","Colorado","Colorado Springs","e-Fashion Colorado Springs","Shirt Waist","Short sleeve","19350.2","122"
"2004","Colorado","Colorado Springs","e-Fashion Colorado Springs","Sweaters","Cardigan","15506.2","114"
"2004","Colorado","Colorado Springs","e-Fashion Colorado Springs","Sweaters","Soft fabric","3250.6","18"
"2004","Colorado","Colorado Springs","e-Fashion Colorado Springs","Sweaters","Turtleneck","4321.4","23"
"2004","Colorado","Colorado Springs","e-Fashion Colorado Springs","Sweat-T-Shirts","Sweats","1487.2","7"
"2004","Colorado","Colorado Springs","e-Fashion Colorado Springs","Sweat-T-Shirts","T-Shirts","155771.8","958"
"2004","Colorado","Colorado Springs","e-Fashion Colorado Springs","Trousers","Jeans","2701.9","16"
"2004","Colorado","Colorado Springs","e-Fashion Colorado Springs","Trousers","Party pants","6133.7","39"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Accessories","Belts,bags,wallets","34872.8","281"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Accessories","Hair accessories","3476.9","20"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Accessories","Hats,gloves,scarves","39799.7","309"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Accessories","Jewelry","145013.7","960"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Accessories","Lounge wear","7378.1","52"
"2004","DC","Washington","e-Fashion Washington Tolbooth","City Skirts","Full length","2098.7","9"
"2004","DC","Washington","e-Fashion Washington Tolbooth","City Skirts","Mini city","655.2","7"
"2004","DC","Washington","e-Fashion Washington Tolbooth","City Trousers","Bermudas","1921","13"
"2004","DC","Washington","e-Fashion Washington Tolbooth","City Trousers","Long lounge pants","2688.9","20"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Dresses","Casual dresses","7057.7","47"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Dresses","Evening wear","31972.1","250"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Dresses","Skirts","1293.7","8"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Dresses","Sweater dresses","6657.5","52"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Jackets","Boatwear","2963","20"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Jackets","Fancy fabric","3071.7","17"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Jackets","Outdoor","7722.6","48"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Leather","Jackets","182.3","1"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Leather","Pants","684.3","3"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Leather","Shirts","491.9","3"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Outerwear","Day wear","20407.6","189"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Outerwear","Hats,gloves,scarves","2294.7","28"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Outerwear","Night wear","921.5","4"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Overcoats","Dry wear","3967.5","19"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Overcoats","Wet wear","4676.4","25"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Shirt Waist","2 Pocket shirts","19012.6","102"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Shirt Waist","Long sleeve","29848.2","188"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Shirt Waist","Short sleeve","46771","274"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Sweaters","Cardigan","13347.5","119"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Sweaters","Soft fabric","5568.9","30"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Sweaters","Turtleneck","6477","35"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Sweat-T-Shirts","Sweats","1067.2","5"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Sweat-T-Shirts","T-Shirts","210662.9","1333"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Trousers","Jeans","4079.4","23"
"2004","DC","Washington","e-Fashion Washington Tolbooth","Trousers","Party pants","24106.3","187"
"2004","Florida","Miami","e-Fashion Miami Sundance","Accessories","Belts,bags,wallets","18678.4","129"
"2004","Florida","Miami","e-Fashion Miami Sundance","Accessories","Hair accessories","5743.6","32"
"2004","Florida","Miami","e-Fashion Miami Sundance","Accessories","Hats,gloves,scarves","21578.1","157"
"2004","Florida","Miami","e-Fashion Miami Sundance","Accessories","Jewelry","80756.7","525"
"2004","Florida","Miami","e-Fashion Miami Sundance","Accessories","Lounge wear","2695.5","23"
"2004","Florida","Miami","e-Fashion Miami Sundance","City Skirts","Full length","2764.7","13"
"2004","Florida","Miami","e-Fashion Miami Sundance","City Skirts","Mini city","400.3","3"
"2004","Florida","Miami","e-Fashion Miami Sundance","City Trousers","Bermudas","1986.9","11"
"2004","Florida","Miami","e-Fashion Miami Sundance","City Trousers","Long lounge pants","1779.2","8"
"2004","Florida","Miami","e-Fashion Miami Sundance","Dresses","Casual dresses","1843.8","17"
"2004","Florida","Miami","e-Fashion Miami Sundance","Dresses","Evening wear","20072.3","158"
"2004","Florida","Miami","e-Fashion Miami Sundance","Dresses","Skirts","1093.8","7"
"2004","Florida","Miami","e-Fashion Miami Sundance","Dresses","Sweater dresses","2401.7","19"
"2004","Florida","Miami","e-Fashion Miami Sundance","Jackets","Boatwear","2622.6","17"
"2004","Florida","Miami","e-Fashion Miami Sundance","Jackets","Fancy fabric","509.3","4"
"2004","Florida","Miami","e-Fashion Miami Sundance","Jackets","Outdoor","2771.2","15"
"2004","Florida","Miami","e-Fashion Miami Sundance","Leather","Pants","912.4","4"
"2004","Florida","Miami","e-Fashion Miami Sundance","Leather","Shirts","683.4","4"
"2004","Florida","Miami","e-Fashion Miami Sundance","Outerwear","Day wear","16045.9","124"
"2004","Florida","Miami","e-Fashion Miami Sundance","Outerwear","Hats,gloves,scarves","1333.5","16"
"2004","Florida","Miami","e-Fashion Miami Sundance","Outerwear","Night wear","689.9","3"
"2004","Florida","Miami","e-Fashion Miami Sundance","Overcoats","Dry wear","1705.6","8"
"2004","Florida","Miami","e-Fashion Miami Sundance","Overcoats","Wet wear","2526.8","13"
"2004","Florida","Miami","e-Fashion Miami Sundance","Shirt Waist","2 Pocket shirts","12153.3","67"
"2004","Florida","Miami","e-Fashion Miami Sundance","Shirt Waist","Long sleeve","14718.7","98"
"2004","Florida","Miami","e-Fashion Miami Sundance","Shirt Waist","Short sleeve","16758.6","94"
"2004","Florida","Miami","e-Fashion Miami Sundance","Sweaters","Cardigan","13075.6","86"
"2004","Florida","Miami","e-Fashion Miami Sundance","Sweaters","Soft fabric","2943.8","15"
"2004","Florida","Miami","e-Fashion Miami Sundance","Sweaters","Turtleneck","3255.4","16"
"2004","Florida","Miami","e-Fashion Miami Sundance","Sweat-T-Shirts","Sweats","802.5","4"
"2004","Florida","Miami","e-Fashion Miami Sundance","Sweat-T-Shirts","T-Shirts","147969.6","881"
"2004","Florida","Miami","e-Fashion Miami Sundance","Trousers","Jeans","2170.2","11"
"2004","Florida","Miami","e-Fashion Miami Sundance","Trousers","Party pants","541.8","3"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Accessories","Belts,bags,wallets","38715.7","291"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Accessories","Hair accessories","8334.5","42"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Accessories","Hats,gloves,scarves","48340.2","354"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Accessories","Jewelry","141759.6","906"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Accessories","Lounge wear","8439.5","57"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","City Skirts","Full length","1810","10"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","City Skirts","Mini city","236.4","2"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","City Trousers","Bermudas","1987","11"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","City Trousers","Long lounge pants","4134.7","22"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Dresses","Casual dresses","5718.1","39"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Dresses","Evening wear","31590","251"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Dresses","Skirts","1394.3","8"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Dresses","Sweater dresses","4705.5","33"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Jackets","Boatwear","2294.1","15"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Jackets","Fancy fabric","3007.4","17"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Jackets","Outdoor","7554.9","41"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Leather","Pants","456.2","2"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Leather","Shirts","1759.2","10"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Outerwear","Day wear","20715.8","176"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Outerwear","Hats,gloves,scarves","4198","49"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Outerwear","Night wear","962.9","5"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Overcoats","Dry wear","5346.2","26"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Overcoats","Wet wear","2982.5","14"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Shirt Waist","2 Pocket shirts","20711.1","105"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Shirt Waist","Long sleeve","24045.7","155"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Shirt Waist","Short sleeve","29968.8","174"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Sweaters","Cardigan","34266.4","217"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Sweaters","Soft fabric","2895.4","17"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Sweaters","Turtleneck","5629.2","26"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Sweat-T-Shirts","Sweats","2152.8","10"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Sweat-T-Shirts","T-Shirts","263701.4","1585"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Trousers","Jeans","4432","22"
"2004","Illinois","Chicago","e-Fashion Chicago 33rd","Trousers","Party pants","3668.7","21"
"2004","Massachusetts","Boston","e-Fashion Boston Newbury","Accessories","Belts,bags,wallets","6940.3","48"
"2004","Massachusetts","Boston","e-Fashion Boston Newbury","Accessories","Hair accessories","5560.1","30"
"2004","Massachusetts","Boston","e-Fashion Boston Newbury","Accessories","Hats,gloves,scarves","154.8","1"
"2004","Massachusetts","Boston","e-Fashion Boston Newbury","City Skirts","Full length","509.3","4"
"2004","Massachusetts","Boston","e-Fashion Boston Newbury","City Trousers","Bermudas","501.1","3"
"2004","Massachusetts","Boston","e-Fashion Boston Newbury","City Trousers","Long lounge pants","1904.8","9"
"2004","Massachusetts","Boston","e-Fashion Boston Newbury","Dresses","Evening wear","21483.6","178"
"2004","Massachusetts","Boston","e-Fashion Boston Newbury","Dresses","Skirts","2396.8","17"
"2004","Massachusetts","Boston","e-Fashion Boston Newbury","Dresses","Sweater dresses","2373.5","21"
"2004","Massachusetts","Boston","e-Fashion Boston Newbury","Jackets","Boatwear","2914.8","19"
"2004","Massachusetts","Boston","e-Fashion Boston Newbury","Jackets","Outdoor","773.2","6"
"2004","Massachusetts","Boston","e-Fashion Boston Newbury","Leather","Shirts","810.7","5"
"2004","Massachusetts","Boston","e-Fashion Boston Newbury","Overcoats","Dry wear","739.2","3"
"2004","Massachusetts","Boston","e-Fashion Boston Newbury","Shirt Waist","2 Pocket shirts","9892.7","56"
"2004","Massachusetts","Boston","e-Fashion Boston Newbury","Shirt Waist","Long sleeve","15972.4","108"
"2004","Massachusetts","Boston","e-Fashion Boston Newbury","Shirt Waist","Short sleeve","18828.7","109"
"2004","Massachusetts","Boston","e-Fashion Boston Newbury","Sweaters","Cardigan","254.7","2"
"2004","Massachusetts","Boston","e-Fashion Boston Newbury","Sweaters","Soft fabric","4185.3","23"
"2004","Massachusetts","Boston","e-Fashion Boston Newbury","Sweaters","Turtleneck","1166.2","7"
"2004","Massachusetts","Boston","e-Fashion Boston Newbury","Sweat-T-Shirts","T-Shirts","139856.3","847"
"2004","Massachusetts","Boston","e-Fashion Boston Newbury","Trousers","Jeans","1057.6","6"
"2004","Massachusetts","Boston","e-Fashion Boston Newbury","Trousers","Party pants","542.6","3"
"2004","New York","New York","e-Fashion New York 5th","Accessories","Belts,bags,wallets","38172","270"
"2004","New York","New York","e-Fashion New York 5th","Accessories","Hair accessories","5832.6","44"
"2004","New York","New York","e-Fashion New York 5th","Accessories","Hats,gloves,scarves","45019.1","340"
"2004","New York","New York","e-Fashion New York 5th","Accessories","Jewelry","145524.3","951"
"2004","New York","New York","e-Fashion New York 5th","Accessories","Lounge wear","7849.8","58"
"2004","New York","New York","e-Fashion New York 5th","City Skirts","Full length","2678.9","13"
"2004","New York","New York","e-Fashion New York 5th","City Skirts","Mini city","247.3","2"
"2004","New York","New York","e-Fashion New York 5th","City Trousers","Bermudas","1967.9","12"
"2004","New York","New York","e-Fashion New York 5th","City Trousers","Long lounge pants","3461.6","27"
"2004","New York","New York","e-Fashion New York 5th","Dresses","Casual dresses","7268.5","46"
"2004","New York","New York","e-Fashion New York 5th","Dresses","Evening wear","28695.7","214"
"2004","New York","New York","e-Fashion New York 5th","Dresses","Skirts","993.2","6"
"2004","New York","New York","e-Fashion New York 5th","Dresses","Sweater dresses","2356.9","17"
"2004","New York","New York","e-Fashion New York 5th","Jackets","Boatwear","2095.2","13"
"2004","New York","New York","e-Fashion New York 5th","Jackets","Fancy fabric","2342.3","13"
"2004","New York","New York","e-Fashion New York 5th","Jackets","Outdoor","4503.4","24"
"2004","New York","New York","e-Fashion New York 5th","Leather","Pants","1323","6"
"2004","New York","New York","e-Fashion New York 5th","Leather","Shirts","1513.6","8"
"2004","New York","New York","e-Fashion New York 5th","Outerwear","Day wear","29272.8","227"
"2004","New York","New York","e-Fashion New York 5th","Outerwear","Hats,gloves,scarves","1634.6","19"
"2004","New York","New York","e-Fashion New York 5th","Outerwear","Night wear","1568.3","8"
"2004","New York","New York","e-Fashion New York 5th","Overcoats","Dry wear","5915","29"
"2004","New York","New York","e-Fashion New York 5th","Overcoats","Wet wear","5070.5","25"
"2004","New York","New York","e-Fashion New York 5th","Shirt Waist","2 Pocket shirts","16185.9","87"
"2004","New York","New York","e-Fashion New York 5th","Shirt Waist","Long sleeve","22550","148"
"2004","New York","New York","e-Fashion New York 5th","Shirt Waist","Short sleeve","33158.5","191"
"2004","New York","New York","e-Fashion New York 5th","Sweaters","Cardigan","24073.5","160"
"2004","New York","New York","e-Fashion New York 5th","Sweaters","Soft fabric","3557.7","23"
"2004","New York","New York","e-Fashion New York 5th","Sweaters","Turtleneck","4734.8","27"
"2004","New York","New York","e-Fashion New York 5th","Sweat-T-Shirts","Sweats","875.4","5"
"2004","New York","New York","e-Fashion New York 5th","Sweat-T-Shirts","T-Shirts","184806.9","1112"
"2004","New York","New York","e-Fashion New York 5th","Trousers","Jeans","4834.1","25"
"2004","New York","New York","e-Fashion New York 5th","Trousers","Party pants","4551.8","29"
"2004","New York","New York","e-Fashion New York Magnolia","Accessories","Belts,bags,wallets","60931.8","432"
"2004","New York","New York","e-Fashion New York Magnolia","Accessories","Hair accessories","13480.8","84"
"2004","New York","New York","e-Fashion New York Magnolia","Accessories","Hats,gloves,scarves","63083.5","441"
"2004","New York","New York","e-Fashion New York Magnolia","Accessories","Jewelry","172047.7","1162"
"2004","New York","New York","e-Fashion New York Magnolia","Accessories","Lounge wear","15780.3","102"
"2004","New York","New York","e-Fashion New York Magnolia","City Skirts","Full length","6981.9","34"
"2004","New York","New York","e-Fashion New York Magnolia","City Skirts","Mini city","1743.2","13"
"2004","New York","New York","e-Fashion New York Magnolia","City Trousers","Bermudas","7250.2","40"
"2004","New York","New York","e-Fashion New York Magnolia","City Trousers","Long lounge pants","8258","67"
"2004","New York","New York","e-Fashion New York Magnolia","Dresses","Casual dresses","9236.4","66"
"2004","New York","New York","e-Fashion New York Magnolia","Dresses","Evening wear","53112.7","388"
"2004","New York","New York","e-Fashion New York Magnolia","Dresses","Skirts","2632","19"
"2004","New York","New York","e-Fashion New York Magnolia","Dresses","Sweater dresses","12271.4","92"
"2004","New York","New York","e-Fashion New York Magnolia","Jackets","Boatwear","4697.6","32"
"2004","New York","New York","e-Fashion New York Magnolia","Jackets","Fancy fabric","2160","13"
"2004","New York","New York","e-Fashion New York Magnolia","Jackets","Outdoor","10401.9","65"
"2004","New York","New York","e-Fashion New York Magnolia","Leather","Jackets","182.3","1"
"2004","New York","New York","e-Fashion New York Magnolia","Leather","Pants","1011.4","6"
"2004","New York","New York","e-Fashion New York Magnolia","Leather","Shirts","4385","23"
"2004","New York","New York","e-Fashion New York Magnolia","Outerwear","Day wear","49800.7","379"
"2004","New York","New York","e-Fashion New York Magnolia","Outerwear","Hats,gloves,scarves","7829.6","90"
"2004","New York","New York","e-Fashion New York Magnolia","Outerwear","Night wear","1505","7"
"2004","New York","New York","e-Fashion New York Magnolia","Overcoats","Dry wear","11798","57"
"2004","New York","New York","e-Fashion New York Magnolia","Overcoats","Wet wear","11151.4","55"
"2004","New York","New York","e-Fashion New York Magnolia","Shirt Waist","2 Pocket shirts","27042.8","149"
"2004","New York","New York","e-Fashion New York Magnolia","Shirt Waist","Long sleeve","39605.2","259"
"2004","New York","New York","e-Fashion New York Magnolia","Shirt Waist","Short sleeve","51782","316"
"2004","New York","New York","e-Fashion New York Magnolia","Sweaters","Cardigan","38202.8","268"
"2004","New York","New York","e-Fashion New York Magnolia","Sweaters","Soft fabric","11600.8","66"
"2004","New York","New York","e-Fashion New York Magnolia","Sweaters","Turtleneck","10565.8","56"
"2004","New York","New York","e-Fashion New York Magnolia","Sweat-T-Shirts","Sweats","2362.5","11"
"2004","New York","New York","e-Fashion New York Magnolia","Sweat-T-Shirts","T-Shirts","288679.4","1698"
"2004","New York","New York","e-Fashion New York Magnolia","Trousers","Jeans","10625.3","56"
"2004","New York","New York","e-Fashion New York Magnolia","Trousers","Party pants","10861.3","76"
"2004","Texas ","Austin","e-Fashion Austin","Accessories","Belts,bags,wallets","34745.3","269"
"2004","Texas ","Austin","e-Fashion Austin","Accessories","Hair accessories","5684.8","44"
"2004","Texas ","Austin","e-Fashion Austin","Accessories","Hats,gloves,scarves","31512.9","237"
"2004","Texas ","Austin","e-Fashion Austin","Accessories","Jewelry","119133.4","832"
"2004","Texas ","Austin","e-Fashion Austin","Accessories","Lounge wear","8901.6","67"
"2004","Texas ","Austin","e-Fashion Austin","City Skirts","Full length","3558.6","16"
"2004","Texas ","Austin","e-Fashion Austin","City Trousers","Bermudas","2241","15"
"2004","Texas ","Austin","e-Fashion Austin","City Trousers","Long lounge pants","4425.6","35"
